"R0000100","R0536300","R0536402","R1482600","R2563600","R2568302","R3508600","R3510500","R3511300","R3516200","R3516900","R3517700","R3518200","R3519200","R4907500","Z9060800"
2515,1,1983,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2516,1,1981,4,4,1999,-5,-5,-5,-5,-5,-5,-5,-5,20,24
2517,1,1984,4,4,1999,15,-4,-4,-4,-4,-4,-4,-4,2,3
2518,2,1981,4,2,1999,30,-4,-4,-4,-4,-4,-4,-4,0,38
2519,1,1981,4,2,1999,30,-4,-4,-4,-4,-4,-4,-4,3,52
2520,1,1981,4,2,1998,-5,-5,-5,-5,-5,-5,-5,-5,10,52
2521,2,1983,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2522,1,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,33
2523,1,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2524,1,1982,4,1,1998,2,-4,-4,-4,-4,-4,-4,-4,2,0
2525,1,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2526,1,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,51
2527,1,1982,4,2,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,30
2528,2,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,1,27
2529,2,1981,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,45
2530,1,1980,4,10,1998,30,25,-4,-4,-4,-4,-4,75,2,37
2531,2,1982,4,4,1999,30,-4,-4,-4,-4,-4,-4,-4,0,17
2532,2,1980,4,4,1998,-5,-5,-5,-5,-5,-5,-5,-5,-5,52
2533,1,1982,4,4,1999,30,0,0,-4,2,-4,0,70,2,0
2534,1,1983,4,4,1999,30,1,2,50,10,8,4,50,15,39
2535,1,1981,4,4,1999,-5,-5,-5,-5,-5,-5,-5,-5,2,0
2536,1,1981,4,4,1999,-5,-5,-5,-5,-5,-5,-5,-5,-5,43
2537,1,1983,4,3,1999,0,-4,-4,-4,-4,-4,-4,-4,2,28
2538,2,1980,4,1,1998,30,-4,-4,-4,-4,-4,-4,-4,0,51
2539,2,1983,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
2540,2,1982,4,-5,-5,1,-4,-4,-4,3,-4,-4,-4,-5,0
2541,1,1984,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-5,0
2542,1,1981,4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-5,48
2543,2,1980,4,3,1998,-5,-5,-5,-5,-5,-5,-5,-5,-4,52
2544,2,1983,4,1,1999,0,-4,-4,-4,-4,-4,-4,-4,0,23
2545,1,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,1,52
2546,1,1981,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
2547,2,1981,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,9,30
2548,1,1984,4,1,1999,-4,-4,-4,1,-4,1,-4,-4,2,19
2549,2,1983,4,1,1999,-5,-5,-5,-5,-5,-5,-5,-5,2,0
2550,2,1983,4,1,1999,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
2551,2,1981,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,9
2552,1,1984,4,2,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2553,2,1980,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,3,47
2554,2,1981,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,51
2555,2,1981,4,2,1998,-4,-4,-4,-4,-4,-4,-4,-4,3,52
2556,2,1980,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,28
2557,2,1984,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2558,1,1981,4,1,1998,30,-4,-4,-4,-4,-4,-4,-4,20,45
2559,2,1983,4,4,1999,30,-4,-4,-4,-4,-4,-4,-4,-4,0
2560,1,1980,4,10,1999,1,-4,-4,0,-4,-4,-4,-4,-5,0
2561,2,1980,4,1,1998,-4,1,-4,-4,-4,-4,-4,2,2,52
2562,1,1983,4,4,1998,30,0,-4,-4,2,-4,-4,-4,3,8
2563,1,1983,4,2,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2564,1,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,3
2565,2,1981,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,8,0
2566,1,1984,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,16
2567,2,1980,4,1,1999,4,-4,-4,-4,-4,-4,-4,-4,0,47
2568,1,1980,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
2569,1,1982,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,51
2570,2,1981,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,52
2571,2,1984,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,1,0
2572,2,1982,4,4,1999,30,-4,-4,-4,-4,-4,-4,-4,4,6
2573,1,1983,4,1,1998,-4,-4,-4,0,-4,-4,-4,-4,0,1
2574,1,1981,4,5,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,9
2575,1,1981,4,1,1998,1,-4,-4,-4,-4,-4,-4,-4,2,51
2576,1,1983,4,1,1998,-4,-4,-4,1,-4,-4,-4,-4,1,40
2577,2,1980,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,49
2578,1,1980,4,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-5,0
2579,2,1980,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,2,34
2580,2,1982,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,5,26
2581,1,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,1,8
2582,2,1982,4,1,1998,3,-4,-4,-4,-4,-4,-4,-4,1,52
2583,2,1982,4,1,1999,5,0,-4,-4,-4,-4,-4,-4,5,0
2584,1,1983,4,1,1998,3,-4,-4,-4,-4,-4,-4,-4,-4,0
2585,1,1980,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,22
2586,2,1984,4,2,1998,0,-4,-4,-4,2,-4,-4,-4,0,28
2587,2,1983,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,23
2588,2,1983,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,12
2589,1,1982,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-3
2590,2,1981,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,19
2591,1,1981,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,17
2592,2,1981,4,1,1998,0,-4,-4,-4,-4,-4,-4,-4,5,0
2593,1,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
2594,1,1983,4,3,1999,5,0,-4,1,1,-4,1,6,30,8
2595,1,1980,4,4,1999,30,-4,-4,-4,-4,-4,-4,-4,-4,12
2596,1,1980,4,1,1999,1,0,-4,-4,-4,-4,-4,-4,15,52
2597,1,1983,4,-3,1998,-4,0,-4,-4,-4,-4,-4,1,-4,1
2598,1,1981,4,2,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
2599,2,1981,4,1,1999,20,-4,-4,-4,-4,-4,-4,-4,5,16
2600,2,1982,4,1,1999,2,-4,-4,-4,-4,-4,-4,-4,3,9
2601,2,1981,4,3,1998,30,-4,-4,-4,-4,-4,-4,-4,10,51
2602,1,1982,1,1,1998,15,0,0,-4,-4,-4,-4,-4,15,0
2603,1,1983,4,1,1998,25,0,-4,-4,-4,-4,-4,-4,5,4
2604,1,1983,4,2,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,7
2605,1,1983,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2606,1,1980,4,1,1999,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
2607,2,1981,4,1,1998,0,-4,-4,-4,-4,-4,-4,-4,8,0
2608,1,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
2609,1,1982,4,1,1998,0,-4,-4,-4,-4,-4,-4,-4,3,52
2610,2,1982,4,1,1999,6,-4,-4,-4,4,4,-4,-4,7,52
2611,1,1981,4,5,1998,30,-4,-4,-4,-4,-4,-4,-4,30,25
2612,2,1984,4,5,1998,30,-4,-4,-4,-4,-4,-4,-4,10,0
2613,1,1981,4,1,1999,-4,-4,-4,-4,1,-4,-4,-4,12,52
2614,1,1983,4,2,1998,0,0,-4,-4,-4,-4,-4,-4,0,0
2615,1,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,25
2616,1,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,3,6
2617,2,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,3,0
2618,1,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
2619,2,1981,4,1,1999,1,-4,-4,-4,-4,-4,-4,-4,3,0
2620,2,1981,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-5,0
2621,2,1983,4,1,1999,30,0,-4,-4,2,-4,-4,-4,3,51
2622,1,1981,4,1,1998,30,-4,-4,-4,-4,-4,-4,-4,-4,28
2623,1,1984,4,1,1998,30,-4,-4,-4,-4,-4,-4,-4,1,0
2624,1,1981,4,1,1999,3,-4,-4,-4,-4,-4,-4,-4,15,25
2625,2,1980,4,3,1999,0,-4,-4,-4,-4,-4,-4,-4,1,44
2626,2,1981,4,3,1999,-4,-4,-4,-4,-4,-4,-4,-4,1,52
2627,1,1982,4,6,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,22
2628,1,1982,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,1,52
2629,1,1982,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,3,14
2630,1,1982,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,2,9
2631,1,1984,4,4,1998,25,-4,-4,-4,1,-4,-4,-4,7,0
2632,2,1983,4,7,1999,-4,-4,-4,-4,-4,-4,-4,-4,1,0
2633,1,1983,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-3
2634,2,1980,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,12,19
2635,2,1982,4,2,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
2636,2,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
2637,1,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,10,31
2638,2,1980,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,3,52
2639,2,1980,4,1,1998,8,-4,-4,-4,-4,-4,-4,-4,10,33
2640,2,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2641,1,1981,4,4,1998,30,0,-4,2,3,0,-4,-4,-4,0
2642,2,1982,4,2,1998,30,0,-4,-4,-4,-4,-4,-4,1,0
2643,1,1982,4,2,1998,-4,0,-4,-4,-4,-4,-4,99,5,24
2644,1,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2645,2,1984,3,4,1998,30,2,2,-4,-4,1,-4,70,4,0
2648,1,1982,4,4,1998,3,-4,-4,-4,-4,-4,-4,-4,-4,9
2649,1,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2650,2,1984,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2651,1,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,23
2652,1,1983,4,1,1998,1,-4,-4,5,10,-4,-4,-4,4,9
2653,2,1980,4,4,1998,0,-4,-4,-4,-4,-4,-4,-4,-4,11
2654,2,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2655,2,1984,4,1,1998,-4,0,-4,-4,-4,-4,-4,-4,0,0
2656,2,1981,4,4,1998,30,-4,-4,-4,-4,-4,-4,-4,2,1
2657,2,1982,4,4,1998,20,0,-4,-4,-4,-4,-4,-4,1,0
2658,1,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,4,10
2659,2,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,5,14
2660,1,1980,4,3,1998,0,0,-4,-4,-4,-4,-4,-4,29,22
2661,1,1982,4,2,1998,30,0,-4,-4,-4,-4,-4,-4,16,24
2662,1,1982,4,1,1998,20,-4,-4,-4,-4,-4,-4,-4,8,52
2663,2,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,3,14
2664,2,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,3,52
2665,1,1983,4,1,1998,5,-4,-4,1,-4,1,2,-4,6,0
2666,1,1983,4,1,1998,15,-4,-4,-4,-4,-4,-4,-4,15,52
2667,2,1984,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2668,1,1980,4,1,1998,30,-4,-4,1,-4,-4,-4,-4,2,28
2669,2,1981,4,1,1998,3,-4,-4,-4,2,-4,-4,-4,5,52
2670,2,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2671,2,1980,4,10,1998,-5,-5,-5,-5,-5,-5,-5,-5,-5,51
2672,2,1980,4,1,1998,30,-4,-4,-4,1,-4,-4,-4,3,52
2673,1,1983,4,1,1998,0,0,-4,-4,-4,-4,-4,-4,10,0
2674,2,1982,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,3,9
2675,2,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,1
2676,1,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2677,1,1982,4,1,1998,-4,-4,-4,-4,5,-4,-4,-4,10,0
2678,1,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2679,2,1980,4,2,1998,-4,-4,-4,-4,-4,-4,-4,-4,3,52
2680,2,1981,4,1,1998,30,0,-4,-4,-4,-4,-4,-4,15,52
2681,2,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,1,4
2682,1,1983,1,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,2,0
2683,1,1983,1,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,10,0
2684,2,1982,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,2,17
2685,2,1980,4,2,1998,30,1,-4,-4,-4,-4,-4,-4,-5,52
2686,2,1983,4,4,1998,29,0,-4,-4,-4,-4,-4,-4,1,22
2687,2,1983,4,1,1998,15,-4,-4,-4,1,-4,-4,-4,3,0
2688,1,1980,4,3,1998,30,4,0,-4,3,-4,-4,-4,4,5
2689,1,1982,4,1,1998,0,-4,-4,-4,-4,-4,-4,-4,15,13
2690,1,1983,4,1,1998,1,-4,-4,-4,-4,-4,-4,-4,5,26
2691,2,1982,4,5,1998,-4,-4,-4,-4,-4,-4,-4,-4,12,0
2692,1,1980,4,4,1998,18,7,-4,-4,-4,-4,-4,-4,0,6
2693,1,1981,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,3,33
2694,1,1980,4,1,1999,0,0,-4,-4,-4,-4,-4,-4,2,16
2695,1,1981,4,1,1999,30,15,-4,-4,-4,-4,-4,-4,10,39
2696,1,1983,4,1,1999,30,-4,-4,-4,-4,-4,-4,-4,12,0
2697,1,1980,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,4,52
2698,2,1981,4,1,1999,0,-4,-4,-4,-4,-4,-4,-4,4,41
2699,2,1982,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,2,20
2700,1,1984,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2701,1,1980,4,1,1998,7,2,-4,-4,-4,-4,-4,12,0,18
2702,1,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2703,1,1980,4,2,1998,-4,-4,-4,-4,-4,-4,-4,-4,5,52
2704,1,1980,4,1,1999,-5,-5,-5,-5,-5,-5,-5,-5,-5,52
2705,2,1980,4,1,1998,0,-4,-4,-4,-4,-4,-4,-4,4,10
2706,1,1982,4,1,1998,27,12,-4,5,-4,-4,-4,-4,10,22
2707,2,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2708,2,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,2,0
2709,2,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,5,0
2710,1,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2711,1,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,7
2712,2,1983,4,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2713,1,1984,4,1,1999,3,-4,-4,-4,-4,-4,-4,-4,0,0
2714,1,1984,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2715,1,1981,4,2,1999,20,-4,-4,-4,-4,-4,-4,-4,-5,25
2716,1,1983,1,4,1999,-4,-4,-4,16,-4,-4,-4,-4,-4,31
2717,2,1980,1,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,9
2718,2,1983,1,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,2,0
2719,1,1984,1,4,1999,-4,0,-4,-4,-4,-4,-4,-4,-4,0
2720,2,1980,1,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,36
2721,1,1982,1,4,1999,4,0,-4,-4,-4,-4,-4,5,1,51
2722,2,1981,1,8,1999,0,0,-4,-4,10,-4,-4,-4,1,11
2723,2,1984,1,4,1999,6,-4,-4,-4,-4,-4,-4,-4,1,0
2724,2,1982,1,5,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
2725,2,1982,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
2726,2,1981,4,6,1999,-4,-4,-4,-4,-4,-4,-4,-4,5,8
2727,1,1982,2,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,8
2728,1,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2729,2,1980,4,2,1999,-4,-4,-4,-4,3,3,3,-4,0,8
2730,1,1980,4,1,1999,-4,-4,-4,1,-4,-4,2,-4,1,12
2731,1,1982,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2732,1,1983,4,1,1998,1,-4,-4,-4,-4,-4,-4,-4,2,0
2733,1,1982,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,2,17
2734,2,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,50
2735,1,1984,2,6,1998,-4,-4,-4,-4,19,-4,-4,-4,-4,0
2736,1,1984,4,3,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2737,1,1981,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,8,49
2738,1,1982,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,5
2739,2,1980,4,2,1999,-4,-4,-4,-4,-4,-4,-4,-4,6,33
2740,2,1980,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,50
2741,1,1981,4,6,1998,0,-4,-4,-4,-4,-4,-4,-4,5,25
2742,1,1981,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,8
2743,1,1981,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,3,11
2744,2,1980,4,1,1999,30,-4,-4,-4,-4,-4,-4,-4,2,4
2745,2,1984,4,2,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2746,2,1983,2,4,1999,30,1,-4,2,-4,-4,-4,5,3,0
2747,1,1980,4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,1,38
2748,2,1984,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2749,2,1980,4,10,1998,30,-4,-4,1,-4,-4,-4,-4,0,52
2750,2,1981,4,2,1998,2,-4,-4,-4,-4,-4,-4,-4,6,52
2751,2,1984,4,4,1999,30,1,0,1,-4,-4,-4,2,5,0
2752,1,1981,4,3,1999,30,7,-4,-4,-4,-4,-4,-4,10,21
2753,1,1982,4,4,1998,30,0,-4,-4,-4,-4,-4,-4,1,28
2754,2,1982,4,1,1999,-4,-4,-4,-4,5,-4,-4,-4,2,39
2755,1,1984,4,1,1999,3,-4,-4,-4,-4,-4,-4,-4,7,0
2756,1,1983,4,1,1998,-4,-4,-4,5,1,-4,-4,-4,6,0
2757,2,1984,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,1,24
2758,1,1980,4,1,1998,-4,-4,-4,0,-4,-4,-4,-4,1,0
2759,1,1982,4,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,2,8
2760,2,1981,4,4,1999,30,-4,-4,-4,-4,-4,-4,-4,7,49
2761,1,1982,4,1,1999,-4,0,-4,-4,-4,-4,-4,-4,1,52
2762,1,1981,4,1,1998,3,20,0,-4,-4,-4,4,30,15,36
2763,2,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,10,0
2764,2,1984,1,1,1998,0,-4,-4,-4,-4,-4,-4,-4,1,16
2765,1,1982,4,5,1998,-4,-4,-4,-4,-4,-4,-4,-4,-5,48
2766,1,1983,4,3,1998,30,1,-4,-4,-4,-4,-4,-4,-4,0
2767,2,1980,4,2,1998,30,10,-4,-4,-4,-4,-4,-4,5,51
2768,2,1982,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,13
2769,2,1981,4,1,1999,-4,-4,-4,2,-4,-4,-4,-4,-4,29
2770,2,1980,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,10,52
2771,2,1980,4,1,1998,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
2772,2,1982,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,-5,0
2773,1,1981,4,1,1999,-4,-4,0,2,5,1,-4,20,-5,14
2774,1,1983,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
2775,1,1982,4,1,1998,-5,-5,-5,-5,-5,-5,-5,-5,0,0
2776,1,1984,4,1,1998,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
2777,2,1981,4,1,1998,0,-4,-4,-4,-4,-4,-4,-4,1,29
2778,1,1983,4,1,1998,0,-4,-4,-4,-4,-4,-4,-4,1,0
2779,1,1981,4,2,1998,-4,-4,-4,-4,1,-4,-4,-4,-4,43
2780,2,1984,4,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,8,0
2781,2,1980,4,2,1999,30,0,-4,-4,-4,-4,-4,-4,4,52
2782,2,1980,4,1,1999,0,-4,-4,-4,-4,-4,-4,-4,1,52
2783,2,1980,4,1,1999,0,-4,-4,-4,-4,-4,-4,-4,-5,36
2784,2,1980,4,5,1999,-4,-4,-4,-4,-4,-4,0,-4,-4,52
2785,2,1983,4,5,1998,2,-4,-4,-4,-4,-4,-4,-4,-4,0
2786,1,1983,4,4,1999,25,-4,-4,-4,5,-4,-4,1,-5,0
2787,2,1981,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,5,46
2788,1,1983,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,10
2789,1,1982,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,5,50
2790,1,1980,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
2791,1,1982,4,1,1999,-4,-4,-4,-4,0,-4,-4,-4,-4,52
2792,2,1984,4,1,1998,4,-4,-4,-4,-4,-4,-4,-4,1,0
2793,2,1983,4,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,0,44
2794,1,1981,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,5,12
2795,1,1981,4,1,1999,27,-4,-4,-4,-4,-4,-4,-4,0,51
2796,2,1984,4,1,1999,-4,-4,-4,-4,-4,-4,-4,0,-4,0
2797,2,1980,4,2,1998,4,-4,-4,-4,-4,-4,-4,-4,-4,52
2798,1,1983,4,1,1998,30,-4,-4,1,0,-4,-4,3,2,0
2799,1,1980,1,1,1998,30,0,-4,1,-4,-4,10,5,0,32
2800,1,1981,1,1,1998,10,2,-4,4,-4,2,2,-4,0,0
2801,2,1983,4,1,1999,30,-4,-4,-4,-4,-4,-4,0,-4,52
2802,2,1982,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2803,2,1980,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
2804,2,1982,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,21
2805,2,1982,4,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,4,3
2806,2,1982,4,1,1998,7,-4,-4,-4,-4,-4,-4,-4,15,48
2807,1,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2808,1,1983,4,1,1998,30,-4,-4,-4,1,-4,0,-4,-4,7
2809,2,1981,1,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,24
2810,1,1983,1,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2811,2,1984,1,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2812,2,1981,4,1,1999,-4,-4,-4,-4,-4,-4,-4,-4,7,50
2813,1,1982,1,1,1998,-4,-4,-4,1,-4,-4,-4,-4,1,0
2814,1,1980,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
2815,2,1983,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
2816,2,1984,1,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2817,2,1982,4,1,1998,-4,-4,-4,-4,2,-4,-4,-4,10,52
2818,2,1984,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2819,1,1981,1,4,1999,12,0,-4,-4,-4,-4,-4,-4,4,0
2820,2,1983,1,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2821,2,1981,1,1,1999,12,-4,-4,-4,-4,-4,-4,-4,3,0
2822,1,1982,1,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,29
2823,1,1980,1,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,25
2824,2,1980,1,10,1999,0,0,-4,-4,-4,-4,-4,-4,-4,5
2825,1,1982,1,9,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2826,2,1984,1,9,1998,-4,-4,-4,1,-4,-4,-4,-4,-4,0
2827,2,1982,1,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2828,2,1982,1,5,1999,-4,-4,-4,-4,-4,-4,-4,-4,3,4
2829,1,1980,4,2,1998,30,-4,-4,-4,-4,-4,-4,-4,-4,23
2830,1,1982,1,1,1999,-5,-5,-5,-5,-5,-5,-5,-5,-4,30
2831,1,1980,4,2,1998,-5,-5,-5,-5,-5,-5,-5,-5,-5,44
2832,2,1982,4,2,1998,25,-4,-4,-4,-4,-4,-4,-4,-5,28
2833,1,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
2834,2,1984,4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2835,1,1981,4,4,1998,-5,-5,-5,-5,-5,-5,-5,-5,0,43
2836,2,1980,1,1,1999,-5,-5,-5,-5,-5,-5,-5,-5,-5,29
2837,2,1980,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4
2838,2,1982,1,4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,52
2839,2,1981,4,1,1998,30,-4,-4,-4,-4,-4,-4,3,2,39
2840,2,1983,4,4,1998,-4,-4,-4,-4,-4,-4,-4,-4,0,0
2841,2,1983,4,1,1998,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
2842,2,1981,4,-5,-5,10,-4,5,-4,-4,-4,-4,-4,15,-3
