Country,Year,Region,Population
Viet Nam,1995,Asia,76020.043
Viet Nam,1996,Asia,77166.873
Viet Nam,1997,Asia,78199.254
Viet Nam,1998,Asia,79140.734
Viet Nam,1999,Asia,80027.521
Viet Nam,2000,Asia,80887.879
Viet Nam,2001,Asia,81728.768
Viet Nam,2002,Asia,82547.682
Viet Nam,2003,Asia,83352.595
Viet Nam,2004,Asia,84150.651
Viet Nam,2005,Asia,84947.852
Viet Nam,2006,Asia,85747.625
Afghanistan,1980,Asia,13180.431
Afghanistan,1981,Asia,12963.788
Afghanistan,1982,Asia,12634.494
Afghanistan,1983,Asia,12241.928
Afghanistan,1984,Asia,11854.205
Afghanistan,1985,Asia,11528.977
Afghanistan,1986,Asia,11262.439
Afghanistan,1987,Asia,11063.107
Afghanistan,1988,Asia,11013.345
Afghanistan,1989,Asia,11215.323
Afghanistan,1990,Asia,11731.193
Afghanistan,1991,Asia,12612.043
Afghanistan,1992,Asia,13811.876
Afghanistan,1993,Asia,15175.325
Afghanistan,1994,Asia,16485.018
Afghanistan,1995,Asia,17586.073
Afghanistan,1996,Asia,18415.307
Afghanistan,1997,Asia,19021.226
Afghanistan,1998,Asia,19496.836
Afghanistan,1999,Asia,19987.071
Afghanistan,2000,Asia,20595.36
Afghanistan,2001,Asia,21347.782
Afghanistan,2002,Asia,22202.806
Afghanistan,2003,Asia,23116.142
Afghanistan,2004,Asia,24018.682
Afghanistan,2005,Asia,24860.855
Afghanistan,2006,Asia,25631.282
Bahrain,1980,Asia,359.902
Bahrain,1981,Asia,374.125
Bahrain,1982,Asia,385.95
Bahrain,1983,Asia,396.447
Bahrain,1984,Asia,407.223
Bahrain,1985,Asia,419.425
Bahrain,1986,Asia,433.491
Bahrain,1987,Asia,449.006
Bahrain,1988,Asia,465.254
Bahrain,1989,Asia,481.142
Bahrain,1990,Asia,495.944
Bahrain,1991,Asia,509.645
Bahrain,1992,Asia,522.751
Bahrain,1993,Asia,535.711
Bahrain,1994,Asia,549.17
Bahrain,1995,Asia,563.73
Bahrain,1996,Asia,579.697
Bahrain,1997,Asia,597.4
Bahrain,1998,Asia,617.537
Bahrain,1999,Asia,640.913
Bahrain,2000,Asia,668.239
Bahrain,2001,Asia,698.749
Bahrain,2002,Asia,732.541
Bahrain,2003,Asia,772.058
Bahrain,2004,Asia,820.505
Bahrain,2005,Asia,879.534
Bahrain,2006,Asia,950.951
"Iran, Islamic Republic of",1980,Asia,38889.52
"Iran, Islamic Republic of",1981,Asia,40440.041
"Iran, Islamic Republic of",1982,Asia,42100.41
"Iran, Islamic Republic of",1983,Asia,43852.71
"Iran, Islamic Republic of",1984,Asia,45672.219
"Iran, Islamic Republic of",1985,Asia,47531.74
"Iran, Islamic Republic of",1986,Asia,49440.637
"Iran, Islamic Republic of",1987,Asia,51377.914
"Iran, Islamic Republic of",1988,Asia,53250.434
"Iran, Islamic Republic of",1989,Asia,54938.264
"Iran, Islamic Republic of",1990,Asia,56361.868
"Iran, Islamic Republic of",1991,Asia,57472.293
"Iran, Islamic Republic of",1992,Asia,58307.457
"Iran, Islamic Republic of",1993,Asia,58982.43
"Iran, Islamic Republic of",1994,Asia,59663.107
"Iran, Islamic Republic of",1995,Asia,60468.352
"Iran, Islamic Republic of",1996,Asia,61440.887
"Iran, Islamic Republic of",1997,Asia,62542.531
"Iran, Islamic Republic of",1998,Asia,63713.397
"Iran, Islamic Republic of",1999,Asia,64858.754
"Iran, Islamic Republic of",2000,Asia,65911.052
"Iran, Islamic Republic of",2001,Asia,66857.624
"Iran, Islamic Republic of",2002,Asia,67727.274
"Iran, Islamic Republic of",2003,Asia,68543.171
"Iran, Islamic Republic of",2004,Asia,69342.126
"Iran, Islamic Republic of",2005,Asia,70152.384
"Iran, Islamic Republic of",2006,Asia,70976.584
Iraq,1980,Asia,13653.358
Iraq,1981,Asia,14045.45
Iraq,1982,Asia,14435.914
Iraq,1983,Asia,14822.565
Iraq,1984,Asia,15202.85
Iraq,1985,Asia,15576.396
Iraq,1986,Asia,15941.197
Iraq,1987,Asia,16301.879
Iraq,1988,Asia,16672.907
Iraq,1989,Asia,17073.5
Iraq,1990,Asia,17517.521
Iraq,1991,Asia,18009.865
Iraq,1992,Asia,18547.047
Iraq,1993,Asia,19123.947
Iraq,1994,Asia,19731.733
Iraq,1995,Asia,20363.138
Iraq,1996,Asia,21017.108
Iraq,1997,Asia,21693.597
Iraq,1998,Asia,22387.179
Iraq,1999,Asia,23091.408
Iraq,2000,Asia,23801.156
Iraq,2001,Asia,24516.842
Iraq,2002,Asia,25238.267
Iraq,2003,Asia,25959.531
Iraq,2004,Asia,26673.536
Iraq,2005,Asia,27377.045
Iraq,2006,Asia,28064.095
Israel,1980,Asia,3744.667
Israel,1981,Asia,3815.27
Israel,1982,Asia,3883.547
Israel,1983,Asia,3950.241
Israel,1984,Asia,4016.229
Israel,1985,Asia,4082.781
Israel,1986,Asia,4148.764
Israel,1987,Asia,4215.756
Israel,1988,Asia,4290.86
Israel,1989,Asia,4383.341
Israel,1990,Asia,4499.161
Israel,1991,Asia,4641.6
Israel,1992,Asia,4806.983
Israel,1993,Asia,4985.652
Israel,1994,Asia,5163.901
Israel,1995,Asia,5331.622
Israel,1996,Asia,5486.219
Israel,1997,Asia,5630.066
Israel,1998,Asia,5764.197
Israel,1999,Asia,5891.263
Israel,2000,Asia,6013.711
Israel,2001,Asia,6129.59
Israel,2002,Asia,6238.958
Israel,2003,Asia,6348.782
Israel,2004,Asia,6468.354
Israel,2005,Asia,6603.677
Israel,2006,Asia,6758.761
Jordan,1980,Asia,2280.67
Jordan,1981,Asia,2365.665
Jordan,1982,Asia,2462.968
Jordan,1983,Asia,2568.582
Jordan,1984,Asia,2676.515
Jordan,1985,Asia,2782.885
Jordan,1986,Asia,2884.065
Jordan,1987,Asia,2982.349
Jordan,1988,Asia,3086.664
Jordan,1989,Asia,3209.466
Jordan,1990,Asia,3358.453
Jordan,1991,Asia,3538.411
Jordan,1992,Asia,3743.129
Jordan,1993,Asia,3955.939
Jordan,1994,Asia,4153.717
Jordan,1995,Asia,4320.158
Jordan,1996,Asia,4450.852
Jordan,1997,Asia,4551.911
Jordan,1998,Asia,4630.762
Jordan,1999,Asia,4699.278
Jordan,2000,Asia,4767.476
Jordan,2001,Asia,4835.108
Jordan,2002,Asia,4902.974
Jordan,2003,Asia,4983.508
Jordan,2004,Asia,5092.185
Jordan,2005,Asia,5239.417
Jordan,2006,Asia,5428.896
Kuwait,1980,Asia,1371.494
Kuwait,1981,Asia,1439.561
Kuwait,1982,Asia,1507.059
Kuwait,1983,Asia,1576.266
Kuwait,1984,Asia,1650.388
Kuwait,1985,Asia,1730.441
Kuwait,1986,Asia,1821.56
Kuwait,1987,Asia,1919.98
Kuwait,1988,Asia,2007.415
Kuwait,1989,Asia,2059.222
Kuwait,1990,Asia,2059.774
Kuwait,1991,Asia,1999.651
Kuwait,1992,Asia,1889.536
Kuwait,1993,Asia,1758.579
Kuwait,1994,Asia,1647.698
Kuwait,1995,Asia,1586.123
Kuwait,1996,Asia,1585.244
Kuwait,1997,Asia,1635.999
Kuwait,1998,Asia,1722.208
Kuwait,1999,Asia,1818.405
Kuwait,2000,Asia,1906.231
Kuwait,2001,Asia,1980.604
Kuwait,2002,Asia,2048.232
Kuwait,2003,Asia,2116.353
Kuwait,2004,Asia,2196.466
Kuwait,2005,Asia,2296.314
Kuwait,2006,Asia,2417.445
Lebanon,1980,Asia,2605.294
Lebanon,1981,Asia,2615.753
Lebanon,1982,Asia,2632.281
Lebanon,1983,Asia,2651.295
Lebanon,1984,Asia,2667.229
Lebanon,1985,Asia,2676.593
Lebanon,1986,Asia,2677.29
Lebanon,1987,Asia,2672.182
Lebanon,1988,Asia,2668.593
Lebanon,1989,Asia,2676.615
Lebanon,1990,Asia,2703.019
Lebanon,1991,Asia,2752.473
Lebanon,1992,Asia,2821.868
Lebanon,1993,Asia,2900.862
Lebanon,1994,Asia,2974.647
Lebanon,1995,Asia,3033.406
Lebanon,1996,Asia,3070.984
Lebanon,1997,Asia,3092.718
Lebanon,1998,Asia,3114.014
Lebanon,1999,Asia,3156.706
Lebanon,2000,Asia,3235.38
Lebanon,2001,Asia,3357.6
Lebanon,2002,Asia,3515.604
Lebanon,2003,Asia,3690.11
Lebanon,2004,Asia,3853.582
Lebanon,2005,Asia,3986.865
Lebanon,2006,Asia,4079.823
Oman,1980,Asia,1154.375
Oman,1981,Asia,1220.512
Oman,1982,Asia,1289.842
Oman,1983,Asia,1360.637
Oman,1984,Asia,1430.68
Oman,1985,Asia,1498.416
Oman,1986,Asia,1562.144
Oman,1987,Asia,1622.123
Oman,1988,Asia,1681.07
Oman,1989,Asia,1742.95
Oman,1990,Asia,1810.103
Oman,1991,Asia,1885.036
Oman,1992,Asia,1965.586
Oman,1993,Asia,2043.912
Oman,1994,Asia,2109.246
Oman,1995,Asia,2154.6
Oman,1996,Asia,2175.998
Oman,1997,Asia,2177.723
Oman,1998,Asia,2171.135
Oman,1999,Asia,2172.287
Oman,2000,Asia,2192.535
Oman,2001,Asia,2239.025
Oman,2002,Asia,2308.409
Oman,2003,Asia,2389.121
Oman,2004,Asia,2464.001
Oman,2005,Asia,2522.325
Oman,2006,Asia,2554.905
Pakistan,1980,Asia,79984.297
Pakistan,1981,Asia,82733.08
Pakistan,1982,Asia,85601.555
Pakistan,1983,Asia,88577.077
Pakistan,1984,Asia,91643.16
Pakistan,1985,Asia,94783.463
Pakistan,1986,Asia,97998.462
Pakistan,1987,Asia,101278.129
Pakistan,1988,Asia,104583.47
Pakistan,1989,Asia,107865.403
Pakistan,1990,Asia,111090.879
Pakistan,1991,Asia,114229.172
Pakistan,1992,Asia,117291.344
Pakistan,1993,Asia,120336.722
Pakistan,1994,Asia,123450.933
Pakistan,1995,Asia,126689.577
Pakistan,1996,Asia,130083.7
Pakistan,1997,Asia,133597.492
Pakistan,1998,Asia,137139.29
Pakistan,1999,Asia,140580.398
Pakistan,2000,Asia,143832.014
Pakistan,2001,Asia,146857.081
Pakistan,2002,Asia,149693.684
Pakistan,2003,Asia,152419.974
Pakistan,2004,Asia,155151.394
Pakistan,2005,Asia,157971.415
Pakistan,2006,Asia,160905.794
Qatar,1980,Asia,223.752
Qatar,1981,Asia,248.077
Qatar,1982,Asia,277.245
Qatar,1983,Asia,309.256
Qatar,1984,Asia,341.249
Qatar,1985,Asia,371.026
Qatar,1986,Asia,398.284
Qatar,1987,Asia,423.3
Qatar,1988,Asia,445.197
Qatar,1989,Asia,463.079
Qatar,1990,Asia,476.517
Qatar,1991,Asia,485.129
Qatar,1992,Asia,489.606
Qatar,1993,Asia,491.996
Qatar,1994,Asia,495.106
Qatar,1995,Asia,501.154
Qatar,1996,Asia,512.476
Qatar,1997,Asia,529.491
Qatar,1998,Asia,550.367
Qatar,1999,Asia,572.155
Qatar,2000,Asia,593.693
Qatar,2001,Asia,611.808
Qatar,2002,Asia,629.745
Qatar,2003,Asia,660.238
Qatar,2004,Asia,720.383
Qatar,2005,Asia,821.159
Qatar,2006,Asia,967.602
Saudi Arabia,1980,Asia,9843.265
Saudi Arabia,1981,Asia,10484.746
Saudi Arabia,1982,Asia,11172.632
Saudi Arabia,1983,Asia,11885.086
Saudi Arabia,1984,Asia,12592.829
Saudi Arabia,1985,Asia,13273.786
Saudi Arabia,1986,Asia,13918.323
Saudi Arabia,1987,Asia,14528.398
Saudi Arabia,1988,Asia,15107.785
Saudi Arabia,1989,Asia,15665.086
Saudi Arabia,1990,Asia,16206.078
Saudi Arabia,1991,Asia,16739.895
Saudi Arabia,1992,Asia,17263.613
Saudi Arabia,1993,Asia,17758.096
Saudi Arabia,1994,Asia,18197.011
Saudi Arabia,1995,Asia,18567.343
Saudi Arabia,1996,Asia,18848.35
Saudi Arabia,1997,Asia,19060.85
Saudi Arabia,1998,Asia,19282.965
Saudi Arabia,1999,Asia,19620.692
Saudi Arabia,2000,Asia,20144.584
Saudi Arabia,2001,Asia,20891.594
Saudi Arabia,2002,Asia,21825.217
Saudi Arabia,2003,Asia,22852.333
Saudi Arabia,2004,Asia,23839.231
Saudi Arabia,2005,Asia,24690.067
Saudi Arabia,2006,Asia,25371.936
Syrian Arab Republic,1980,Asia,8956.156
Syrian Arab Republic,1981,Asia,9277.28
Syrian Arab Republic,1982,Asia,9613.572
Syrian Arab Republic,1983,Asia,9960.919
Syrian Arab Republic,1984,Asia,10313.558
Syrian Arab Republic,1985,Asia,10667.245
Syrian Arab Republic,1986,Asia,11020.57
Syrian Arab Republic,1987,Asia,11374.437
Syrian Arab Republic,1988,Asia,11729.76
Syrian Arab Republic,1989,Asia,12088.336
Syrian Arab Republic,1990,Asia,12451.539
Syrian Arab Republic,1991,Asia,12818.302
Syrian Arab Republic,1992,Asia,13187.96
Syrian Arab Republic,1993,Asia,13562.742
Syrian Arab Republic,1994,Asia,13945.646
Syrian Arab Republic,1995,Asia,14338.24
Syrian Arab Republic,1996,Asia,14746.306
Syrian Arab Republic,1997,Asia,15168.523
Syrian Arab Republic,1998,Asia,15591.261
Syrian Arab Republic,1999,Asia,15995.76
Syrian Arab Republic,2000,Asia,16371.208
Syrian Arab Republic,2001,Asia,16700.984
Syrian Arab Republic,2002,Asia,16994.676
Syrian Arab Republic,2003,Asia,17298.476
Syrian Arab Republic,2004,Asia,17676.012
Syrian Arab Republic,2005,Asia,18167.367
Syrian Arab Republic,2006,Asia,18804.914
United Arab Emirates,1980,Asia,1014.825
United Arab Emirates,1981,Asia,1090.66
United Arab Emirates,1982,Asia,1155.765
United Arab Emirates,1983,Asia,1215.38
United Arab Emirates,1984,Asia,1277.3
United Arab Emirates,1985,Asia,1347.218
United Arab Emirates,1986,Asia,1426.915
United Arab Emirates,1987,Asia,1514.798
United Arab Emirates,1988,Asia,1609.17
United Arab Emirates,1989,Asia,1707.085
United Arab Emirates,1990,Asia,1806.498
United Arab Emirates,1991,Asia,1908.002
United Arab Emirates,1992,Asia,2012.977
United Arab Emirates,1993,Asia,2121.143
United Arab Emirates,1994,Asia,2232.159
United Arab Emirates,1995,Asia,2346.305
United Arab Emirates,1996,Asia,2470.81
United Arab Emirates,1997,Asia,2608.993
United Arab Emirates,1998,Asia,2753.498
United Arab Emirates,1999,Asia,2893.648
United Arab Emirates,2000,Asia,3026.352
United Arab Emirates,2001,Asia,3132.104
United Arab Emirates,2002,Asia,3223.969
United Arab Emirates,2003,Asia,3369.254
United Arab Emirates,2004,Asia,3658.658
United Arab Emirates,2005,Asia,4148.883
United Arab Emirates,2006,Asia,4875.639
Yemen,1980,Asia,7906.977
Yemen,1981,Asia,8220.933
Yemen,1982,Asia,8557.021
Yemen,1983,Asia,8910.83
Yemen,1984,Asia,9276.622
Yemen,1985,Asia,9651.313
Yemen,1986,Asia,10028.064
Yemen,1987,Asia,10409.987
Yemen,1988,Asia,10815.614
Yemen,1989,Asia,11270.427
Yemen,1990,Asia,11790.249
Yemen,1991,Asia,12384.543
Yemen,1992,Asia,13040.955
Yemen,1993,Asia,13726.827
Yemen,1994,Asia,14396.72
Yemen,1995,Asia,15018.201
Yemen,1996,Asia,15578.64
Yemen,1997,Asia,16088.019
Yemen,1998,Asia,16564.235
Yemen,1999,Asia,17035.531
Yemen,2000,Asia,17522.537
Yemen,2001,Asia,18029.989
Yemen,2002,Asia,18551.068
Yemen,2003,Asia,19081.306
Yemen,2004,Asia,19612.696
Yemen,2005,Asia,20139.661
Yemen,2006,Asia,20661.714
Bangladesh,1980,Asia,82498.44
Bangladesh,1981,Asia,84764.142
Bangladesh,1982,Asia,87060.582
Bangladesh,1983,Asia,89399.666
Bangladesh,1984,Asia,91804.318
Bangladesh,1985,Asia,94287.722
Bangladesh,1986,Asia,96851.505
Bangladesh,1987,Asia,99476.987
Bangladesh,1988,Asia,102133.217
Bangladesh,1989,Asia,104779.345
Bangladesh,1990,Asia,107385.847
Bangladesh,1991,Asia,109934.59
Bangladesh,1992,Asia,112430.968
Bangladesh,1993,Asia,114897.543
Bangladesh,1994,Asia,117369.492
Bangladesh,1995,Asia,119869.585
Bangladesh,1996,Asia,122400.896
Bangladesh,1997,Asia,124945.315
Bangladesh,1998,Asia,127478.524
Bangladesh,1999,Asia,129966.823
Bangladesh,2000,Asia,132383.265
Bangladesh,2001,Asia,134729.503
Bangladesh,2002,Asia,137006.279
Bangladesh,2003,Asia,139185.986
Bangladesh,2004,Asia,141235.035
Bangladesh,2005,Asia,143135.18
Bangladesh,2006,Asia,144868.702
India,1980,Asia,698965.575
India,1981,Asia,715105.168
India,1982,Asia,731443.752
India,1983,Asia,747986.284
India,1984,Asia,764749.394
India,1985,Asia,781736.502
India,1986,Asia,798941.802
India,1987,Asia,816328.792
India,1988,Asia,833833.51
India,1989,Asia,851374.699
India,1990,Asia,868890.7
India,1991,Asia,886348.712
India,1992,Asia,903749.636
India,1993,Asia,921107.534
India,1994,Asia,938452.55
India,1995,Asia,955804.355
India,1996,Asia,973147.577
India,1997,Asia,990460.131
India,1998,Asia,1007746.556
India,1999,Asia,1025014.711
India,2000,Asia,1042261.758
India,2001,Asia,1059500.888
India,2002,Asia,1076705.723
India,2003,Asia,1093786.762
India,2004,Asia,1110626.108
India,2005,Asia,1127143.548
India,2006,Asia,1143289.35
Maldives,1980,Asia,154.316
Maldives,1981,Asia,159.459
Maldives,1982,Asia,165.053
Maldives,1983,Asia,171.015
Maldives,1984,Asia,177.213
Maldives,1985,Asia,183.538
Maldives,1986,Asia,189.974
Maldives,1987,Asia,196.513
Maldives,1988,Asia,203.072
Maldives,1989,Asia,209.545
Maldives,1990,Asia,215.859
Maldives,1991,Asia,221.963
Maldives,1992,Asia,227.863
Maldives,1993,Asia,233.611
Maldives,1994,Asia,239.291
Maldives,1995,Asia,244.965
Maldives,1996,Asia,250.659
Maldives,1997,Asia,256.347
Maldives,1998,Asia,261.973
Maldives,1999,Asia,267.456
Maldives,2000,Asia,272.745
Maldives,2001,Asia,277.825
Maldives,2002,Asia,282.743
Maldives,2003,Asia,287.594
Maldives,2004,Asia,292.505
Maldives,2005,Asia,297.576
Maldives,2006,Asia,302.825
Nepal,1980,Asia,14384.864
Nepal,1981,Asia,14718.228
Nepal,1982,Asia,15062.998
Nepal,1983,Asia,15417.207
Nepal,1984,Asia,15778.051
Nepal,1985,Asia,16143.975
Nepal,1986,Asia,16513.244
Nepal,1987,Asia,16887.696
Nepal,1988,Asia,17273.606
Nepal,1989,Asia,17679.536
Nepal,1990,Asia,18111.2
Nepal,1991,Asia,18569.445
Nepal,1992,Asia,19050.879
Nepal,1993,Asia,19551.5
Nepal,1994,Asia,20065.413
Nepal,1995,Asia,20587.157
Nepal,1996,Asia,21115.271
Nepal,1997,Asia,21647.305
Nepal,1998,Asia,22175.431
Nepal,1999,Asia,22690.158
Nepal,2000,Asia,23184.177
Nepal,2001,Asia,23655.119
Nepal,2002,Asia,24102.862
Nepal,2003,Asia,24525.527
Nepal,2004,Asia,24921.91
Nepal,2005,Asia,25292.058
Nepal,2006,Asia,25634.043
Sri Lanka,1980,Asia,15033.175
Sri Lanka,1981,Asia,15270.271
Sri Lanka,1982,Asia,15499.003
Sri Lanka,1983,Asia,15722.93
Sri Lanka,1984,Asia,15947.211
Sri Lanka,1985,Asia,16175.256
Sri Lanka,1986,Asia,16408.039
Sri Lanka,1987,Asia,16643.392
Sri Lanka,1988,Asia,16877.719
Sri Lanka,1989,Asia,17105.9
Sri Lanka,1990,Asia,17323.977
Sri Lanka,1991,Asia,17532.866
Sri Lanka,1992,Asia,17733.304
Sri Lanka,1993,Asia,17921.207
Sri Lanka,1994,Asia,18091.477
Sri Lanka,1995,Asia,18241.711
Sri Lanka,1996,Asia,18367.795
Sri Lanka,1997,Asia,18473.862
Sri Lanka,1998,Asia,18575.763
Sri Lanka,1999,Asia,18695.041
Sri Lanka,2000,Asia,18846.401
Sri Lanka,2001,Asia,19037.119
Sri Lanka,2002,Asia,19260.853
Sri Lanka,2003,Asia,19501.969
Sri Lanka,2004,Asia,19737.578
Sri Lanka,2005,Asia,19951.291
Sri Lanka,2006,Asia,20137.56
Belarus,1980,Europe,9658.658
Belarus,1981,Europe,9724.027
Belarus,1982,Europe,9791.955
Belarus,1983,Europe,9861.395
Belarus,1984,Europe,9930.816
Belarus,1985,Europe,9998.629
Belarus,1986,Europe,10065.016
Belarus,1987,Europe,10128.929
Belarus,1988,Europe,10186.074
Belarus,1989,Europe,10230.977
Belarus,1990,Europe,10259.86
Belarus,1991,Europe,10270.813
Belarus,1992,Europe,10265.144
Belarus,1993,Europe,10246.346
Belarus,1994,Europe,10219.676
Belarus,1995,Europe,10189.075
Belarus,1996,Europe,10156.258
Belarus,1997,Europe,10120.556
Belarus,1998,Europe,10080.772
Belarus,1999,Europe,10034.775
Belarus,2000,Europe,9981.46
Belarus,2001,Europe,9920.173
Belarus,2002,Europe,9852.866
Belarus,2003,Europe,9784.111
Belarus,2004,Europe,9719.991
Belarus,2005,Europe,9664.714
Belarus,2006,Europe,9620.359
Republic of Moldova,1980,Europe,4009.843
Republic of Moldova,1981,Europe,4048.617
Republic of Moldova,1982,Europe,4089.86
Republic of Moldova,1983,Europe,4132.44
Republic of Moldova,1984,Europe,4174.621
Republic of Moldova,1985,Europe,4214.911
Republic of Moldova,1986,Europe,4252.908
Republic of Moldova,1987,Europe,4288.282
Republic of Moldova,1988,Europe,4319.64
Republic of Moldova,1989,Europe,4345.351
Republic of Moldova,1990,Europe,4364.114
Republic of Moldova,1991,Europe,4375.448
Republic of Moldova,1992,Europe,4379.153
Republic of Moldova,1993,Europe,4374.636
Republic of Moldova,1994,Europe,4361.36
Republic of Moldova,1995,Europe,4339.081
Republic of Moldova,1996,Europe,4308.05
Republic of Moldova,1997,Europe,4268.774
Republic of Moldova,1998,Europe,4221.726
Republic of Moldova,1999,Europe,4167.552
Republic of Moldova,2000,Europe,4107.184
Republic of Moldova,2001,Europe,4040.579
Republic of Moldova,2002,Europe,3969.04
Republic of Moldova,2003,Europe,3896.494
Republic of Moldova,2004,Europe,3827.963
Republic of Moldova,2005,Europe,3767.077
Republic of Moldova,2006,Europe,3715.541
Russian Federation,1980,Europe,138535.754
Russian Federation,1981,Europe,139498.48
Russian Federation,1982,Europe,140476.522
Russian Federation,1983,Europe,141472.09
Russian Federation,1984,Europe,142489.232
Russian Federation,1985,Europe,143524.125
Russian Federation,1986,Europe,144581.921
Russian Federation,1987,Europe,145641.178
Russian Federation,1988,Europe,146639.276
Russian Federation,1989,Europe,147494.499
Russian Federation,1990,Europe,148148.752
Russian Federation,1991,Europe,148577.986
Russian Federation,1992,Europe,148798.341
Russian Federation,1993,Europe,148842.678
Russian Federation,1994,Europe,148763.601
Russian Federation,1995,Europe,148602.147
Russian Federation,1996,Europe,148375.246
Russian Federation,1997,Europe,148079.919
Russian Federation,1998,Europe,147715.55
Russian Federation,1999,Europe,147275.875
Russian Federation,2000,Europe,146762.881
Russian Federation,2001,Europe,146170.247
Russian Federation,2002,Europe,145520.813
Russian Federation,2003,Europe,144879.644
Russian Federation,2004,Europe,144331.352
Russian Federation,2005,Europe,143932.966
Russian Federation,2006,Europe,143715.023
Ukraine,1980,Europe,49973.757
Ukraine,1981,Europe,50182.62
Ukraine,1982,Europe,50380.588
Ukraine,1983,Europe,50571.093
Ukraine,1984,Europe,50758.465
Ukraine,1985,Europe,50944.246
Ukraine,1986,Europe,51129.093
Ukraine,1987,Europe,51307.274
Ukraine,1988,Europe,51465.783
Ukraine,1989,Europe,51587.406
Ukraine,1990,Europe,51658.594
Ukraine,1991,Europe,51678.509
Ukraine,1992,Europe,51647.501
Ukraine,1993,Europe,51555.398
Ukraine,1994,Europe,51390.495
Ukraine,1995,Europe,51146.967
Ukraine,1996,Europe,50821.019
Ukraine,1997,Europe,50421.998
Ukraine,1998,Europe,49974.187
Ukraine,1999,Europe,49510.626
Ukraine,2000,Europe,49057.226
Ukraine,2001,Europe,48620.596
Ukraine,2002,Europe,48200.504
Ukraine,2003,Europe,47807.199
Ukraine,2004,Europe,47450.472
Ukraine,2005,Europe,47135.932
Ukraine,2006,Europe,46871.328
Albania,1980,Europe,2734.776
Albania,1981,Europe,2799.345
Albania,1982,Europe,2863.902
Albania,1983,Europe,2930.351
Albania,1984,Europe,3001.325
Albania,1985,Europe,3077.93
Albania,1986,Europe,3162.225
Albania,1987,Europe,3251.512
Albania,1988,Europe,3336.434
Albania,1989,Europe,3404.408
Albania,1990,Europe,3446.882
Albania,1991,Europe,3459.763
Albania,1992,Europe,3446.858
Albania,1993,Europe,3417.28
Albania,1994,Europe,3384.367
Albania,1995,Europe,3357.858
Albania,1996,Europe,3341.043
Albania,1997,Europe,3331.317
Albania,1998,Europe,3325.456
Albania,1999,Europe,3317.941
Albania,2000,Europe,3304.948
Albania,2001,Europe,3286.084
Albania,2002,Europe,3263.596
Albania,2003,Europe,3239.385
Albania,2004,Europe,3216.197
Albania,2005,Europe,3196.13
Albania,2006,Europe,3179.573
Bosnia and Herzegovina,1980,Europe,4099.903
Bosnia and Herzegovina,1981,Europe,4138.16
Bosnia and Herzegovina,1982,Europe,4175.238
Bosnia and Herzegovina,1983,Europe,4215.148
Bosnia and Herzegovina,1984,Europe,4263.393
Bosnia and Herzegovina,1985,Europe,4321.966
Bosnia and Herzegovina,1986,Europe,4399.257
Bosnia and Herzegovina,1987,Europe,4489.555
Bosnia and Herzegovina,1988,Europe,4564.265
Bosnia and Herzegovina,1989,Europe,4584.734
Bosnia and Herzegovina,1990,Europe,4526.511
Bosnia and Herzegovina,1991,Europe,4373.715
Bosnia and Herzegovina,1992,Europe,4143.068
Bosnia and Herzegovina,1993,Europe,3882.548
Bosnia and Herzegovina,1994,Europe,3659.409
Bosnia and Herzegovina,1995,Europe,3520.996
Bosnia and Herzegovina,1996,Europe,3485.575
Bosnia and Herzegovina,1997,Europe,3535.998
Bosnia and Herzegovina,1998,Europe,3640.821
Bosnia and Herzegovina,1999,Europe,3752.004
Bosnia and Herzegovina,2000,Europe,3834.364
Bosnia and Herzegovina,2001,Europe,3879.353
Bosnia and Herzegovina,2002,Europe,3897.579
Bosnia and Herzegovina,2003,Europe,3895.779
Bosnia and Herzegovina,2004,Europe,3886.723
Bosnia and Herzegovina,2005,Europe,3879.828
Bosnia and Herzegovina,2006,Europe,3875.157
Bulgaria,1980,Europe,8865.235
Bulgaria,1981,Europe,8891.245
Bulgaria,1982,Europe,8916.713
Bulgaria,1983,Europe,8939.007
Bulgaria,1984,Europe,8954.518
Bulgaria,1985,Europe,8960.387
Bulgaria,1986,Europe,8956.741
Bulgaria,1987,Europe,8943.721
Bulgaria,1988,Europe,8918.66
Bulgaria,1989,Europe,8878.348
Bulgaria,1990,Europe,8821.111
Bulgaria,1991,Europe,8745.409
Bulgaria,1992,Europe,8653.532
Bulgaria,1993,Europe,8552.438
Bulgaria,1994,Europe,8451.634
Bulgaria,1995,Europe,8358.116
Bulgaria,1996,Europe,8274.592
Bulgaria,1997,Europe,8199.715
Bulgaria,1998,Europe,8131.424
Bulgaria,1999,Europe,8065.947
Bulgaria,2000,Europe,8000.51
Bulgaria,2001,Europe,7934.973
Bulgaria,2002,Europe,7870.488
Bulgaria,2003,Europe,7806.995
Bulgaria,2004,Europe,7744.575
Bulgaria,2005,Europe,7683.264
Bulgaria,2006,Europe,7622.852
Croatia,1980,Europe,4400.788
Croatia,1981,Europe,4429.852
Croatia,1982,Europe,4459.601
Croatia,1983,Europe,4491.725
Croatia,1984,Europe,4528.523
Croatia,1985,Europe,4571.047
Croatia,1986,Europe,4620.542
Croatia,1987,Europe,4674.802
Croatia,1988,Europe,4727.212
Croatia,1989,Europe,4768.88
Croatia,1990,Europe,4793.521
Croatia,1991,Europe,4799.066
Croatia,1992,Europe,4787.634
